,author_id,created_at,id,public_metrics,referenced_tweets,text
418,595961530,2022-09-16 15:06:20+00:00,1570791201510674433,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758404741935104 type=replied_to],"@cardenasjorgee @petrogustavo Y dodne están persiguiendo iglesias, mi fe como creyente de Dios voy a misa católica no por que sea católico por qué no creo en vírgenes y en santos, por qué me gusta escuchar los medios que Dios dispone para escuchar su palabra, por qué ustedes los católicos se creen"
419,117896660,2022-09-16 15:06:19+00:00,1570791194594283528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570443366307102720 type=replied_to],@ghitis Los petristas creen todo lo que les dice #elmesias #elemperadorcito @petrogustavo
420,1531729726540242944,2022-09-16 15:06:18+00:00,1570791189556887555,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570787367107297280 type=quoted],"Bueno @Julianaramirez6 eso tiene razon profesional, son cargos que lo ameritan.

En Nariño que contratan a un man para hacer dizque ejercicio, si,en el gobierno ""austero""de tu jefe bodeguero @petrogustavo.

Los trabajadores de la @FiscaliaCol deberían ir tras esta vieja ifueputa. https://t.co/T3OOktGUqr"
421,127912366,2022-09-16 15:06:18+00:00,1570791189359763457,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570790909012484098 type=replied_to],"@Felipe_silva86 @VidaHolisticaHO @petrogustavo @IngJuanOsma @DianaSaray Mano le repito los DH a los gringos les vale huevo, ellos son los principales violadores de los mismos en el mundo.
A la política gringa lo único que le interesa es el billete"
422,981666189582708737,2022-09-16 15:06:10+00:00,1570791157785047040,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570393983528075264 type=replied_to],@Juanaafanador1 @petrogustavo Cuando dijo eso Petro?
423,267224786,2022-09-16 15:06:09+00:00,1570791151732682754,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570785117223931904 type=replied_to],"@lepulgconhamb @petrogustavo Es verdad, pero mira las declaraciones de ayer de los partidos republicanos y demócratas en contra de que Venezuela dea garante de los diálogos de paz con el ELN"
424,1080246584527462401,2022-09-16 15:06:08+00:00,1570791148511449089,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570790728489668609 type=replied_to],"@R0drigo2018 @petrogustavo Sigue siendo un recurso costoso, aunque sea regalado, porque para suplir las funciones que esos helicópteros pudieran realizar en el ejercito, habría que COMPRARLOS. Y tienen costo de mantenimiento tambien."
425,570428818,2022-09-16 15:06:03+00:00,1570791128533970948,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570774036095053825 type=replied_to],"@manolitosalazar @jbagbam @petrogustavo Lleva 45 días de gobierno y en tres oportunidades ha faltado con sus compromisos, Qué presidente anterior durante sus años de mandato había presentado tantas fallas dejando sus tareas de lado?

Estoy segura, ninguno!!!"
426,1583647850,2022-09-16 15:06:02+00:00,1570791122368344064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570622211127644160 type=replied_to],@FisicoImpuro @RCNBga @petrogustavo ja ja ja. . .pobres pingos!
429,631336254,2022-09-16 15:05:59+00:00,1570791109798002688,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570790980110143493 type=replied_to],@YYURGAKY @CatalinaSuarezB @infopresidencia @petrogustavo Y a la tuya petrochandoso
430,104343303,2022-09-16 15:05:58+00:00,1570791105553395713,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570787224555520018 type=replied_to],"@gean010 @CesarMant @ANTIPOPULISTA1 Pero, además:
@petrogustavo: para evitar 2 y 3 se implementará un sistema de vales donde se limite el número de galones vendidos a cada taxi.
@CesarMant: 6. Monto un sistema de venta, compra y intercambio de vales."
431,2962054168,2022-09-16 15:05:56+00:00,1570791096728584193,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570781348008431616 type=quoted],"Y de todas formas se declara partido de Gobierno de @petrogustavo y le aconseja a la esposa lamberle más al fanboi de Chávez.

La coherencia no existe en ustedes. Sólo buscan popularidad y votos. https://t.co/U1WXuvVpYI"
432,48606976,2022-09-16 15:05:52+00:00,1570791082274983937,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570790090791878658 type=replied_to],"@candresgomez @IglesiasJulio87 @petrogustavo el mismo TLC USA-Colombia tiene sus propios mecanismos. No lo van a dejar, pero estoy casi seguro de que subirá aranceles y demandados terminaremos por eso."
433,1510449886071824391,2022-09-16 15:05:51+00:00,1570791079087329281,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570737118531702785 type=replied_to],"@LucasGutierrezM @agaviriau @petrogustavo Lucas ya sabes.
""Necesitamos que sigas siendo Uribista pura sangre.
No te vayas a dejar torcer por el billetico que te vas a ganar.
Duro con los izquierdopatas""

Atte: @MariaFdaCabal"
434,2747678090,2022-09-16 15:05:50+00:00,1570791073219514376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570423869030137857 type=replied_to],"@MiguelPoloP @petrogustavo @FranciaMarquezM Este gobierno desde antes de pa posesión mucho antes ha velado por el bienestar a de las comunidades indígenas, campesinas y minorías del Cauca los del gobierno del innombrable con los paracos han desalojado a esas familias algo no me cuadra acá señor Polo Polo"
435,172515489,2022-09-16 15:05:48+00:00,1570791066697334785,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570787247347355653 type=replied_to],@RazonVertical @JOHNJAMESMOLIN2 @gilberto197510 @me_pincho @petrogustavo ¿Usted conoce la problemática del amazónia? ¿usted sabe lo que implica donde intereses corporativos acaben con la selva de la mazonia? ¿Usted conoce la Intensión del brazil y las intenciones internacionales con apoderarse del amazonas? Al parecer no.
436,475915377,2022-09-16 15:05:47+00:00,1570791062683398145,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],"@petrogustavo Eso lo debieron tramitar en el gobierno de Duque, por que ese tipo de donaciones no se hace en tan poco tiempo. Yo creo que está ganando indulgencia con avemarías ajenas. Normal!!!"
438,2562725297,2022-09-16 15:05:35+00:00,1570791009231212544,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],@petrogustavo Los Izas y los Garys que opinen
439,75834957,2022-09-16 15:05:34+00:00,1570791007490543617,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],"@petrogustavo Y el narcotrafico, no se habla?"
440,719297978566098948,2022-09-16 15:05:32+00:00,1570790998309212163,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570790123410956290 type=replied_to],"@Felipe_silva86 @BOTIJON1 @petrogustavo @IngJuanOsma @DianaSaray Pipe
Los Gringos les ha Importado in PITO cada muerto en Colombia

Pero además el Mismísimo Joe Biden mantiene CONVERSACIÓNES amenas con Nicolás Maduro

Ese cuento es de la ULTRA DERECHA que pretende Justificar la GUERRA CON ARGUMENTOS FUERA DE CONTEXTO"
441,136372401,2022-09-16 15:05:30+00:00,1570790989270511616,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570790127051624449 type=replied_to],"@ChechoRuiz07 @RCNBga @petrogustavo tampoco desacredite la manifestación, son 6, 6 manifestantes."
442,711303414752403456,2022-09-16 15:05:26+00:00,1570790974087102465,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",[<ReferencedTweet id=1570772104840380420 type=replied_to],@BluRadioCo @petrogustavo El corozo va a matar al KK's 😂🤣😂🤣😂🤣😂
443,1389402899084713987,2022-09-16 15:05:20+00:00,1570790947532996612,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],"@petrogustavo Diga la verdad, los va a usar para sus paseos de olla comunales"
444,3082980929,2022-09-16 15:05:19+00:00,1570790943741345792,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570751062814126085 type=replied_to],@PalomaValenciaL @PinnyRock Todo el mundo lo dice. Yo creo que la enfermedad está afectando @petrogustavo ya son es delirios de este hampón.
445,192105510,2022-09-16 15:05:19+00:00,1570790942906683397,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],"@petrogustavo @Gladysm14279915 Es decir, para las FARC…🤔"
446,1004684959,2022-09-16 15:05:18+00:00,1570790937638633474,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570734518075621377 type=quoted],"Hay millones de personas que necesitan el carro para trabajar. Millones de verán afectados por la misma decisión, pero este gobierno es el de la exclusión, de la segregación y la batalla social. Estas decisiones encajan perfecto en la mente de un maníaco como @petrogustavo https://t.co/DyGE6RLOlJ"
447,883096933,2022-09-16 15:05:17+00:00,1570790933842763776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570579822614818817 type=quoted],"Señor Bolivar no la nombró pero si se sabe a quien se refiere acepten  que este gobierno dirigido por @petrogustavo, y los congresistas del pacto son 7n circo no tienen una hija de ruta definida https://t.co/9ez5cmd6SR"
448,1236863072381349891,2022-09-16 15:05:15+00:00,1570790927291281414,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570558181927178242 type=replied_to],@GustavoBolivar Cuando será que @petrogustavo te hace tu mantenimiento. A ver si se te quita tanta calentura.
449,318545913,2022-09-16 15:05:11+00:00,1570790909012484098,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570790483043176451 type=replied_to],@BOTIJON1 @VidaHolisticaHO @petrogustavo @IngJuanOsma @DianaSaray Una píldora para la memoria. https://t.co/w12BBXg7sn
451,311599669,2022-09-16 15:05:06+00:00,1570790887873191938,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570411972033748992 type=replied_to],"@RCNBga @petrogustavo Oh no!
Qué multitud!
Se paralizó Bucaramanga!
Paren ya los bloqueos!
Queremos trabajar!
Jajajaja"
452,1251446886,2022-09-16 15:05:03+00:00,1570790876791844865,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],@petrogustavo Eso es el cambio
453,142506075,2022-09-16 15:05:00+00:00,1570790862740754432,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570790579767762947 type=replied_to],@elianitazafra @ONUHumanRights @jerrymcdermott @JuanPappierHRW @hrw_espanol @SilvanoSerranoG @JuniorMaldo0 @AscamcatOficia @EPertuzariza @CORPOREDDEH @petrogustavo @Ejercito_Div2 @wilcan91 @Funprogresarns @GoberNorte @olger_perez @asuncat2019 @SenadoGovCo @asambleaNdeS La @ONIC_Colombia se pronuncia tras asesinato de indígena comunero https://t.co/gyhuuZEs3m https://t.co/6WKoX8oj0a
455,138813733,2022-09-16 15:04:28+00:00,1570790727638220800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570077251563098116 type=replied_to],"@jjanalida @cielo_rusinque @infopresidencia @petrogustavo @CentroMemoriaH @UnidadVictimas @ICBFColombia Los invitamos a estar atentos a las fechas para la entrega de giros 30 y 31 de Ingreso Solidario, a través de nuestros canales de atención https://t.co/62LR0bjBAr"
456,716978715524276224,2022-09-16 15:04:26+00:00,1570790721174786048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1275467538147807232 type=replied_to],@GustavoBolivar @petrogustavo @petrogustavo en que momento los profesionales que nos hemos endeudado para estudiar tendremos @oportunidadlaboral.
457,1636533050,2022-09-16 15:04:15+00:00,1570790674651553793,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],@petrogustavo Yeahh!! Siiiii
458,127912366,2022-09-16 15:04:10+00:00,1570790655974313985,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570790123410956290 type=replied_to],"@Felipe_silva86 @petrogustavo @IngJuanOsma @VidaHolisticaHO @DianaSaray Mano el presidente de Estados Unidos es Biden, allí no se deteriora nada"
459,162517982,2022-09-16 15:04:07+00:00,1570790640329560064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570767586224386052 type=replied_to],@ciudadanoSUZ @dgomezco @pregunta_seria_ @petrogustavo Lo bueno es que petro está aceptando que va a entrar a combatir con fuerza letal a los grupos que tienen niños reclutados forzosamente. Es eso o está hablando pura mierda como siempre.
460,4745698757,2022-09-16 15:04:02+00:00,1570790622650404865,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1569672620244717568 type=replied_to],@felipedcon @JERobledo @petrogustavo Cultivos estos petristis de Twitter.
461,1294049038145380353,2022-09-16 15:04:02+00:00,1570790620117041154,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570553319076274183 type=replied_to],@josegreghg @petrogustavo Asi es y lo aplaudimos.
462,142506075,2022-09-16 15:03:52+00:00,1570790579767762947,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570477413359828994 type=replied_to],@elianitazafra @ONUHumanRights @jerrymcdermott @JuanPappierHRW @hrw_espanol @SilvanoSerranoG @JuniorMaldo0 @AscamcatOficia @EPertuzariza @CORPOREDDEH @petrogustavo @Ejercito_Div2 @wilcan91 @Funprogresarns @GoberNorte @olger_perez @asuncat2019 @SenadoGovCo @asambleaNdeS Nuevo secuestro en el municipio de Convención en El Catatumbo https://t.co/HmtFDlUqnF https://t.co/fGBRyMLY6T
463,1441269186399916037,2022-09-16 15:03:48+00:00,1570790562617511936,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570789372156612609 type=replied_to],"@martindpenaloza @JessicaYChavezM @AerocivilCol @petrogustavo Eso es ilegalidad y corrupción , es claro y  está en las normas colombianas . La @PGN_COL ahí si no investiga eso , la @FiscaliaCol  menos , porque parecen que no trabajan para el pueblo Colombiano sino pareciera que para sus intereses particulares."
464,873195689798447105,2022-09-16 15:03:44+00:00,1570790545915772929,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570776336628879360 type=replied_to],@CatalinaSuarezB @infopresidencia @petrogustavo Pues que no tiene voz punto.
465,1898381996,2022-09-16 15:03:36+00:00,1570790511761584128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570781176419471360 type=quoted],@petrogustavo tenía que pagar la deuda con los vándalos criminales  que tuvieron en estallido social a Colombia durante 3 años 😖😖😖 https://t.co/5C6e99WZ1u
466,127685525,2022-09-16 15:03:33+00:00,1570790499526770694,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570774606503645184 type=replied_to],"@Tarazona_claro @misaknamuy @petrogustavo @smurfitkappa @alfonsoprada @onucolombia @ONU_es @SumOfUs @OMAL_info Si, concuerdo, los invasores de @smurfitkappa son unos hptas por qué vienen a sembrar pino y eucalipto en el departamento con más necesidad de tierras aptas para sembrar maíz y frijol."
467,127912366,2022-09-16 15:03:29+00:00,1570790483043176451,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570789202799001603 type=replied_to],"@Felipe_silva86 @VidaHolisticaHO @petrogustavo @IngJuanOsma @DianaSaray Mano es que esa es la vaina, osea usted vocifera dictador etc... Pero el man sigue en el poder por voto popular, por eso cuando Uribe le dicen eso, él no lo es, así como tampoco el otro.
Para que sea una dictadura debe existir unos requisitos."
468,1047521187411230720,2022-09-16 15:03:26+00:00,1570790469382344707,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570790466261766144 type=replied_to],"La pregunta del millón, ¿qué propone @petrogustavo?
El presidente propone un sistema de pilares, en el que todos coticemos a Colpensiones hasta por 4 salarios mínimos. Quienes tengan ingresos superiores, pues cotizarán el excedente al régimen que prefieran (privado o público)."
469,1430657630855380996,2022-09-16 15:03:25+00:00,1570790467129966595,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570493315988230145 type=replied_to],"@pulzo @petrogustavo @FranciaMarquezM Pregúntele a petro, como aumentó 3 millones de votos en solo 15 días en la segunda vuelta 

No hay explicación matemática y estadística 

En 4 años creció 400 mil  votos y en 15 días creció 3 millones de votos"
470,2401772382,2022-09-16 15:03:24+00:00,1570790459693469696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570761178502303747 type=replied_to],@jarizabaletaf @nayibbukele Aquí también pediremos la reelección de nuestro presidente @petrogustavo si se puede...👏👏👏💪💪💪
471,1295124044883398657,2022-09-16 15:03:17+00:00,1570790433982402560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570770379374739461 type=replied_to],@JavierReyes77_ @elzorropolitico @petrogustavo Si Javier tal cual es esa verdad. Que buen argumento propio..un fuerte abrazo de nuestra familia ColomboArgentina para vos y los tuyos y siempre nuestros mejores deseos
473,127291230,2022-09-16 15:03:11+00:00,1570790404689371136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570790079643385857 type=replied_to],@AnthonyMesaC @CatalinaSuarezB @infopresidencia @petrogustavo Donde salio ese comunicado o solo esta  inventando?
474,1322161871332528128,2022-09-16 15:03:06+00:00,1570790383910780930,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570722676637044738 type=replied_to],"@Hubert74878097 @ahsokiara @partiarazem @petrogustavo Jeśli tego unikasz to nie masz pojęcia o tym jak działa, więc snujesz historie żeby ci pasowały do narracji. Polecam jednak kiedyś się przejechać zbiorkomem. Tylko uważaj bo się możesz bardzo zdziwić 😉"
475,3121057149,2022-09-16 15:02:56+00:00,1570790345574846465,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570423869030137857 type=replied_to],@MiguelPoloP @petrogustavo @FranciaMarquezM En mi vida imaginé que fuera posible encorbatar una marimonda deslenguada
476,1380395286,2022-09-16 15:02:56+00:00,1570790344140402691,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],"@petrogustavo Léase deforestación en términos de izquierda como ""erradicación manual o por aspersión de cultivos ilícitos.""
Ojibrotao HIJUE🅿️UT🅰️!"
477,1512484102166953985,2022-09-16 15:02:54+00:00,1570790337408569345,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],"@petrogustavo Y los delitos del homicidio? A verdad lo olvidaba, a esos les regalaras plata para que no delincan, presidente estupido, bueno para nada."
478,1237082497726525445,2022-09-16 15:02:53+00:00,1570790330517303304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570411972033748992 type=replied_to],@RCNBga @petrogustavo Esos son vándalos y terroristas?
479,135166920,2022-09-16 15:02:48+00:00,1570790308648198146,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570429523669225477 type=replied_to],"@Enrique_GomezM No puede quejarse por lo menos twitter y su febril ultraderecha le otorgarán franquicia y personería para que prosiga en su matoneo al popular,progresista y alternativo gobierno que en cabeza nuestro líder @petrogustavo y para fortuna mayorías nos rige como Estado. Siga en eso."
480,1697160798,2022-09-16 15:02:40+00:00,1570790276716953603,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570537928761430017 type=quoted],"Por favor vor atenta nota presidente @petrogustavo por si o por no, hay que estar atentos al acontecer de los mandatarios Latinoamericanos. @IVAPESI @pedrosalazar420 @_AntonioCorrea @juanferdiazne https://t.co/hVLdmdW3rG"
481,162517982,2022-09-16 15:02:39+00:00,1570790274133295106,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],"@petrogustavo Si está consiente que la deforestación la causan grupos como las farc, el el, y los otros carteles del narcotráfico no? Está consiente que esos grupos tienen niños reclutados? Cómo combatirá a esos grupos sin entrar en fuego cruzado y utilizando la fuerza letal?"
482,4745698757,2022-09-16 15:02:38+00:00,1570790266935599106,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1569786603941371905 type=replied_to],@felipedcon @JERobledo @petrogustavo Petristis- uribistis...ja ja ja ja
483,138140942,2022-09-16 15:02:37+00:00,1570790264234725377,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570566908948414465 type=replied_to],"@cielo_rusinque @ProsperidadCol @GabrielaPossoR @petrogustavo @ContactoDapre @ColombiaJoven Dra Cielo, las mujeres de la frontera requieren de atención diferencial en los programas sociales. La invito a una reunión para ampliar la propuesta que como secretaria de Equidad de Género de Cúcuta tengo para aplicar el enfoque de género y migratorio"
484,219987097,2022-09-16 15:02:33+00:00,1570790245851103234,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570411667707797504 type=replied_to],@tobonsanin O sea que @petrogustavo y compañía van a seguir robando? Cuál era el cambio? Al parecer no cambiaron de los bolsillos.
485,499047109,2022-09-16 15:02:30+00:00,1570790236317437960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570493315988230145 type=replied_to],@pulzo @petrogustavo @FranciaMarquezM 🙄🙄🙄🙄🙄🙄🙄
486,791041903525564417,2022-09-16 15:02:30+00:00,1570790234727788546,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],@petrogustavo A la guerrilla y a los narcos no los van a tocar
487,927729379215577089,2022-09-16 15:02:26+00:00,1570790219087220739,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570483205521944576 type=replied_to],@MiguelPoloP @petrogustavo El uribismo tan preocupado está que con la ayuda de los paramilitares desplazan a campesinos o los decapitan https://t.co/LpiO30tEyg
488,179303628,2022-09-16 15:02:21+00:00,1570790196295405571,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570780342491164672 type=replied_to],@jaramillolujan @Areametropol @QuinteroCalle @petrogustavo @JUANCARLOSHIGUI @LuzMaSierra @elarmadilloco @radioclarin El problema es él!!!
489,1438884643307143172,2022-09-16 15:02:13+00:00,1570790164557074438,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570195837778792448 type=quoted],"Contratar URIBISTAS en el gobierno de  @petrogustavo 🤔

¿Que puede salir mal? https://t.co/ykWnBy2aI3 https://t.co/WLPosivCoE"
490,262897634,2022-09-16 15:02:12+00:00,1570790158378868737,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570776336628879360 type=replied_to],"@CatalinaSuarezB @infopresidencia @petrogustavo No imagino este platanal con Francia Márquez, no se mk 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️"
491,720433824,2022-09-16 15:02:10+00:00,1570790151961419782,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1569371775871352835 type=replied_to],@VictorD46983437 @petrogustavo y su habladera de 💩
492,127685525,2022-09-16 15:02:08+00:00,1570790144336338948,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570737380784771072 type=replied_to],"@Andrea95011240 @misaknamuy @petrogustavo @smurfitkappa @alfonsoprada @onucolombia @ONU_es @SumOfUs @OMAL_info La recuperación de tierras en Cajibio viene haciéndose desde hace varios años... Y sobre la pregunta de quién nos manda, pues nadie, por qué aquí nadie se deja mandar!"
493,1304988416,2022-09-16 15:02:08+00:00,1570790143161933825,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 1}",[<ReferencedTweet id=1570162966661824512 type=quoted],"""Los fondos de pensiones,usan la plata del cotizante para arriesgarla"" mejor no lo pudo haber explicado @petrogustavo https://t.co/K8myfKrsoJ"
494,1042583821,2022-09-16 15:02:04+00:00,1570790127051624449,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570411972033748992 type=replied_to],@RCNBga @petrogustavo Jajajjaja tres pelagatos !!
495,318545913,2022-09-16 15:02:03+00:00,1570790123410956290,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570788992316243971 type=replied_to],"@BOTIJON1 @petrogustavo @IngJuanOsma @VidaHolisticaHO @DianaSaray Mas temprano que tarde Venezuela NO será garante del proceso de paz con ELN, las relaciones con EEUU no se puede deteriorar por esta pésima decisión, guarden este tweet."
496,815932311900450817,2022-09-16 15:01:59+00:00,1570790102955364355,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",[<ReferencedTweet id=1570787661438394370 type=replied_to],"@Minvivienda @petrogustavo @infopresidencia @ViceColombia @urnadecristal @FranciaMarquezM @DNP_Colombia @Portafolioco @CATALINAVELASCO Urgente priorizar Formalización gremio reciclador aportando a solucionar muchas problemáticas, en estos momentos protesta en @alcpuertolopez y la @Uaesp trata de sacar a Fenosmacoesp en Engativa
Debe priorizar en #DiálogosRegionales, del @DNP_Colombia como exije @UNIR_reciclador https://t.co/R7VgIf3zEP"
